District,Year,Temperature_1,Temperature_2,Temperature_3,Temperature_4,Temperature_5,Temperature_6,Temperature_7,Temperature_8,Temperature_9,Temperature_10,Temperature_11,Temperature_12,Rainfall_1,Rainfall_2,Rainfall_3,Rainfall_4,Rainfall_5,Rainfall_6,Rainfall_7,Rainfall_8,Rainfall_9,Rainfall_10,Rainfall_11,Rainfall_12,Humidity_1,Humidity_2,Humidity_3,Humidity_4,Humidity_5,Humidity_6,Humidity_7,Humidity_8,Humidity_9,Humidity_10,Humidity_11,Humidity_12,January,February,March,April,May,June,July,August,September,October,November,December
Khagrachari,2021,20.55,21.9,27.51,30.095,30.33,28.24,28.555,28.27,29.255,28.925,24.91,21.295,0,0,0,32,99,375,478,568,231,146,0,73,79.19,69.41,64.61,75.87,77.13,84.53,84.68,82.32,83.53,83.29,78.87,80.26,0,0,0,0,0,0,0,3,1,0,0,0
Khagrachari,2022,18.89274194,19.60267857,25.75362903,27.66013889,27.07284946,26.65708333,27.99045699,27.88830645,26.91388889,26.57204301,24.08194444,20.48091398,7.8,17.5,19.5,87.7,304.3,365.8,220.3,178.8,304.9,152.9,9.7,4.8,74.23924731,63.00744048,59.64919355,78.57222222,84.47177419,88.58888889,85.25537634,85.23790323,90.45,84.1733871,71.7125,74.3844086,0,0,0,0,0,0,0,2,7,10,27,5
Khagrachari,2023,19.0202957,21.85877976,24.23077957,27.67513889,28.17150538,28.2975,28.1094086,26.94354839,27.59486111,26.3,23.99291667,20.84932796,0,2.8,91.5,68.8,157.7,229.4,231.9,530.4,327.2,91,76.4,18,71.67473118,62.66220238,67.80376344,67.45138889,74.23655914,83.58333333,86.45026882,91.21102151,89.59027778,82.99865591,78.4875,80.15322581,0,0,0,0,4,6,172,222,206,121,73,23
Khagrachari,2024,20.4,21.6,24.5,27.4,30.2,29.9,26.4,25.9,27.7,27.8,,,0,0.03,0,0.13,0.32,1.24,86.65,89.88,0.25,17,,,62,47,37,81,74,79,94,93,82,86,,,9,2,3,0,7,6,12,9,30,1376,,
Khulna,2019,19.56,22.15,26.525,29.43,31.42,31.2,30.37,29.86,29.565,28.245,25.03,19.84,0,166,74,102,104,114,335,370,283,187,175,15,84.94,74.21,65.74,71,80.32,83.9,85.06,80.77,85.83,82.03,70.07,79.35,,,,,,,,12913,574,469,156,30
Khulna,2020,18.94,20.985,26.43,29.225,29.7,30.18,30.195,29.85,30.185,29.455,25.13,20.19,30,2,10,179,243,350,223,265,172,90,6,0,76.61,59.41,57.35,72.53,80.52,81.63,85.26,84.65,81.6,81.94,69.4,73.81,26,29,31,30,31,30,31,59,60,62,128,361
Khulna,2021,19.96,22.675,28.555,30.81,30.715,29.47,29.79,29.74,29.08,29.19,24.635,20.935,0,3,0,2,124,468,525,203,339,234,3,66,80.81,72.52,66.87,72.9,76.9,83.5,84.13,85.71,84.2,82.84,74.9,79.1,1,0,0,0,0,1,2,26,52,31,29,12
Khulna,2022,18.23333333,19.96324405,26.60483871,29.60819444,28.64516129,28.95486111,28.6608871,28.21370968,27.78319444,26.44354839,23.02013889,20.24973118,20.9,56,19.3,57.8,236,268.5,175.3,226.4,375.3,248,0.2,2.5,76.8077957,73.32738095,65.41263441,75.50694444,81.03494624,82.3875,82.42473118,84.71505376,87.02222222,83.28629032,73.08194444,73.79973118,0,0,0,0,0,0,0,5,81,339,396,109
Khulna,2023,19.03306452,23.07113095,25.26048387,28.70902778,28.87298387,29.86291667,28.90698925,28.57997312,28.1575,26.92526882,23.79902778,19.84206989,0,2.7,113.7,33.3,257.9,237.8,217.1,324.6,293.2,144.1,123.3,40.9,76.35483871,67.39285714,71.7688172,73.96944444,78.43145161,81.60138889,83.91935484,86.16397849,87.525,79.98252688,75.91666667,79.16532258,10,4,1,0,3,34,362,736,1585,2045,1681,392
Khulna,2024,22.2,23.2,26.4,33.5,35.2,32,29,27.7,28.4,29.3,,,0,0.25,0,0,0,0.2,19.1,8.67,4.37,5.21,,,44,59,29,43,48,69,81,88,82,81,,,21,9,1,2,7,37,74,141,580,421,,
Kishoreganj,2019,19.22,21.29,24.4,26.995,28.3,29.24,29.585,30.44,29.355,27.245,24.59,18.935,0,32,6,84,337,402,603,118,181,205,14,2,85.77,75.72,69.26,75.07,80.87,85.43,86.13,83.65,87.6,86.55,84.1,85.52,,,,,,,,9540,164,99,66,16
Kishoreganj,2020,18.085,20.37,24.545,26.465,27.965,29.505,29.45,30.26,29.36,29.205,24.015,19.185,11,1,10,107,562,440,600,95,388,179,2,0,85.77,75.72,69.26,75.07,80.87,85.43,86.13,83.65,87.6,86.55,84.1,85.52,178,230,248,240,248,240,248,248,240,264,300,310
Kishoreganj,2021,18.135,21.79,26.085,28.22,28.795,29.055,29.645,29.425,30.105,28.915,23.645,20.505,0,0,2,42,289,430,265,504,61,188,1,9,79,72.69,68.55,71.97,76.16,83.43,82,84.87,83.2,83.65,76.1,78.1,0,0,0,0,0,0,6,21,33,20,3,0
Kishoreganj,2022,17.5969086,18.28779762,25.0155914,27.27166667,26.97768817,27.20291667,28.91814516,28.90954301,27.65472222,26.14422043,22.77763889,19.58951613,24.3,42.9,22.2,286.9,390.2,548.4,219.6,156.6,339.7,231.6,0.3,1.2,78.00537634,73.19196429,65.12634409,80.775,83.8077957,87.35555556,81.49731183,80.60215054,86.36388889,83.21236559,74.63194444,73.86155914,0,0,0,0,0,1,0,5,24,121,138,29
Kishoreganj,2023,17.72419355,21.26755952,23.36922043,27.08194444,27.89596774,28.75152778,29.08481183,28.47903226,28.68791667,26.14905914,23.37611111,19.87956989,0.8,3.7,126.4,56.3,189.5,504.2,260.4,456.3,309.6,318.9,36,29.6,77.78897849,66.55059524,72.22849462,70.32222222,73.77553763,82.95277778,81.92069892,84.77956989,84.52361111,82.65322581,75.63611111,79.42473118,0,4,0,0,1,25,278,624,250,215,101,51
Kishoreganj,2024,21.8,21.2,23.2,30.2,34.2,30,26.1,28,29.1,29.4,,,0,1.42,0,0.03,0.03,5.78,46.68,6.26,1.87,12.25,,,52,54,40,60,53,76,96,80,76,77,,,5,5,0,0,0,0,0,1,121,76,,
Kurigram,2019,18.635,20.4,23.735,26.385,27.69,29.595,29.62,30.74,28.715,26.905,24.705,18.14,0,28,2,141,347,288,594,223,517,149,0,0,87.13,80.48,79.81,88.03,85.48,92,89.97,91.16,88.97,89.35,87.77,85.52,,,,,,,,1450,37,20,13,2
Kurigram,2020,17.21,19.445,23.81,25.995,27.43,29.505,29.105,30.585,28.75,28.94,23.69,19.43,7,2,32,194,347,390,803,181,1035,119,0,0,83.23,75.07,70.77,72.47,80.1,84.87,85.68,86.42,86.17,84.61,78.5,82.29,0,0,0,0,0,0,0,0,0,0,0,0
Kurigram,2021,17.44,21.035,25.125,27.785,27.87,29.35,30.035,29.685,29.945,28.375,23.605,20.74,0,0,4,27,292,201,194,424,193,384,0,5,84.94,74.21,65.74,71,80.32,83.9,85.06,80.77,85.83,82.03,70.07,79.35,0,0,0,0,0,0,0,1,0,0,0,0
Kurigram,2022,16.32862903,17.06904762,24.83561828,25.05416667,26.09301075,26.65805556,28.92822581,28.84435484,27.31041667,25.41854839,21.82291667,18.86155914,11.4,72.3,40.9,397.7,558.5,1069.3,254.9,205.7,378.6,244.3,1.8,0.7,80.53897849,76.00446429,64.44758065,85.4375,85.55913978,88.7125,82.43145161,82.43682796,87.87083333,85.61693548,81.38194444,79.88978495,0,0,0,0,0,0,0,0,0,0,0,0
Kurigram,2023,16.17701613,19.99270833,23.44784946,26.74708333,26.99502688,28.06611111,28.86357527,28.47782258,28.55263889,25.78145161,23.15861111,19.2063172,0,4.9,62.8,80.3,310.6,777.9,325,347.5,255.6,219.7,2.8,11.4,81.4811828,72.53422619,68.86827957,65.35,75.66129032,83.55416667,84.28897849,86.03763441,86.62222222,84.40188172,75.27083333,79.85215054,0,0,0,0,0,0,84,257,164,155,42,6
Kurigram,2024,20.3,19.6,23.5,30,33.3,28,26.8,29.7,28.7,28.7,,,0,0.07,0,0,0,20.24,37.94,11.6,6.05,5.45,,,49,42,31,40,35,81,92,78,80,80,,,3,1,0,0,0,0,1,11,90,349,,
Kushtia,2019,18.085,20.48,24.995,28.53,30.775,30.535,30.295,30.39,29.45,27.155,24.115,17.94,0,53,8,82,126,286,300,148,179,220,36,6,77.97,70.83,61.87,71.03,71.45,77.53,77.68,75.87,76.7,76.55,79.73,78.84,,,,,,,,5406,587,281,54,5
Kushtia,2020,17.245,19.32,24.62,27.945,28.85,30.25,30.35,30.54,30.195,29.275,23.79,18.975,23,0,21,29,380,237,437,157,264,165,0,3,80.81,72.52,66.87,72.9,76.9,83.5,84.13,85.71,84.2,82.84,74.9,79.1,0,0,0,0,0,0,0,5,30,31,71,124
Kushtia,2021,17.61,20.85,26.89,29.77,29.57,29.81,30.14,30.275,29.905,28.79,23.14,19.92,0,0,1,41,179,396,315,324,182,114,18,16,83.81,74.28,73.29,77.67,81.39,85.5,87,82.45,87.37,85.35,80.13,85.13,0,0,0,0,0,0,1,5,18,18,4,1
Kushtia,2022,17.27096774,18.45238095,25.58508065,29.1125,28.07473118,28.59416667,28.80537634,28.43978495,27.66930556,26.24892473,22.39402778,19.49946237,56.5,63.3,3.3,104.5,198.8,263,150,174.1,394,218.3,0,3.9,81.30913978,77.95535714,67.52553763,76.29583333,81.63709677,83.92916667,82.39650538,83.74193548,87.45277778,82.59274194,74.87083333,76.2016129,0,0,0,0,0,1,0,0,86,230,179,13
Kushtia,2023,17.63413978,21.62410714,24.70120968,28.10208333,28.65524194,29.83652778,29.09905914,28.68682796,28.43763889,26.74784946,23.82680556,19.81129032,0,0.6,125.8,41.8,173.7,281.8,207.3,266.2,313.1,141.9,2.9,38.3,80.71505376,65.58928571,68.73655914,65.18194444,74.69354839,80.21388889,83.25268817,84.90725806,85.7625,79.06317204,73.9125,77.97580645,1,0,0,0,0,7,155,401,896,1538,1286,272
Kushtia,2024,21.5,22.2,25.3,34.5,36.7,32,28.1,28.2,29,29.7,,,0,0.59,0,0,0,0.21,30.48,2.44,0.57,12.1,,,46,57,26,28,31,67,86,83,78,77,,,5,0,1,0,0,0,7,29,177,132,,
Lakshipur,2019,20.645,22.345,26.055,28.8,30.615,30.36,29.155,29.835,29.415,28.425,25.745,20.5,0,64,45,134,291,266,729,474,423,243,201,4,83.55,75.66,70.65,72.33,80.48,84.33,86.58,81.03,88.27,81.26,74.47,81.74,,,,,,,,3155,82,36,9,4
Lakshipur,2020,19.575,21.565,26.365,28.32,29.46,29.505,29.58,29.215,29.815,29.44,25.54,21.015,82,4,9,201,219,492,742,547,335,420,47,0,83.29,75.9,70.35,70.23,79.19,83.63,85.55,83.94,86,83.68,77.77,81.03,0,0,0,0,0,0,0,0,0,0,0,0
Lakshipur,2021,20.64,22.6,27.89,29.985,30.39,28.66,29.29,29.25,29.785,29.525,25.165,21.47,0,0,0,6,158,639,551,449,233,212,0,92,84.42,72.86,68.94,78.87,78.97,86.33,86.29,86.77,85.73,84.84,80.53,80.9,0,0,0,0,0,0,0,0,11,7,2,6
Lakshipur,2022,18.58413978,20.01235119,26.86774194,29.08791667,28.05134409,27.81708333,28.39744624,28.31572581,27.50986111,26.46599462,23.08625,19.70120968,14.2,25.3,27.6,100.8,220.4,305.2,142,176.7,434.6,248.1,0,3.4,75.76612903,67.31547619,59.18682796,74.72638889,82.28091398,85.30416667,83.1061828,83.19892473,87.40694444,82.77284946,75.10833333,75.39650538,1,0,1,0,0,0,2,2,29,54,80,21
Lakshipur,2023,18.90174731,22.36056548,25.06827957,28.68819444,28.96370968,29.14236111,28.70913978,28.00981183,28.07458333,26.47620968,23.445,19.8827957,0.6,2.5,76.4,66.5,96.6,286.5,202.3,366.3,308.5,118.4,121.4,11.7,75.3172043,67.54166667,66.21505376,69.69583333,74.52956989,82.46388889,83.1827957,87.53763441,87.31666667,82.10483871,78.00555556,80.81451613,12,0,0,4,0,25,689,1635,2081,1607,777,120
Lakshipur,2024,21.5,21.8,24.7,27.6,30.4,30.5,27.1,26.6,28.4,29.1,,,0,0.1,0,0.1,0.18,0.9,55.23,74.44,1.41,6.89,,,58,51,42,83,76,78,90,93,81,79,,,11,9,16,11,17,12,25,37,51,15,,
Lalmonirhat,2019,18.635,20.4,23.735,26.385,27.69,29.595,29.62,30.74,28.715,26.905,24.705,18.14,0,28,2,141,347,288,594,223,517,149,0,0,83.55,75.66,70.65,72.33,80.48,84.33,86.58,81.03,88.27,81.26,74.47,81.74,,,,,,,,889,19,3,3,2
Lalmonirhat,2020,17.21,19.445,23.81,25.995,27.43,29.505,29.105,30.585,28.75,28.94,23.69,19.43,7,2,32,194,347,390,803,181,1035,119,0,0,84.13,73.83,68.55,75.27,79.87,85.33,85.1,84.61,85,84.68,78.67,80.87,0,0,0,0,0,0,0,0,0,0,0,0
Lalmonirhat,2021,17.44,21.035,25.125,27.785,27.87,29.35,30.035,29.685,29.945,28.375,23.605,20.74,0,0,4,27,292,201,194,424,193,384,0,5,79,72.69,68.55,71.97,76.16,83.43,82,84.87,83.2,83.65,76.1,78.1,0,0,0,0,0,0,0,0,0,0,0,0
Lalmonirhat,2022,16.15954301,16.8233631,24.55403226,25.12777778,26.01357527,26.56,28.90672043,28.69771505,27.18166667,25.33575269,21.80527778,18.91196237,13.4,60.1,17.2,294.5,474.7,1027.5,291.5,243.2,460,237.7,1.7,0.7,80.36693548,75.61755952,65.58602151,83.7875,84.84946237,88.97361111,81.98655914,82.99731183,87.90138889,84.51209677,76.71388889,76.55510753,0,0,0,0,0,0,0,0,2,2,4,0
Lalmonirhat,2023,15.98037634,19.69613095,22.98857527,26.36875,26.94045699,28.00944444,28.72741935,28.35524194,28.45680556,25.66814516,23.19555556,19.27311828,0,1.1,53.3,68.2,282.7,715.2,521.9,455.4,286.1,217.5,9.4,12.6,80.55107527,73.54910714,69.46102151,65.65833333,74.18548387,82.6125,84.62768817,86.69623656,86.35555556,82.97715054,72.20555556,76.51747312,0,0,0,0,0,0,60,112,72,48,13,0
Lalmonirhat,2024,21.5,21,24.7,31.7,33.9,28.1,27.3,30.4,29.7,28.9,,,0,0.01,0,0,0,8.55,42.39,0.13,8.25,3.92,,,43,38,25,28,36,83,91,70,74,79,,,0,0,0,0,0,0,2,0,20,410,,
Madaripur,2019,19.045,21.325,25.42,28.35,30.37,30.135,29.655,29.675,29.275,27.905,24.65,19.52,0,134,89,71,143,212,310,354,214,171,113,4,82.19,71.45,64.06,71.87,80.19,84.3,85.42,84.13,84.6,83.16,77,79.77,,,,,,,,4247,138,39,19,6
Madaripur,2020,18.115,20.27,25.51,28.15,28.855,29.82,29.93,29.685,29.96,29.32,24.68,19.675,22,0,20,165,305,250,273,247,194,133,10,0,83.23,75.07,70.77,72.47,80.1,84.87,85.68,86.42,86.17,84.61,78.5,82.29,88,87,93,90,93,90,93,93,90,93,90,99
Madaripur,2021,19,21.515,27.495,29.78,29.775,28.75,29.47,29.42,29.295,28.73,23.665,20.175,0,0,1,42,166,427,357,192,139,81,27,113,85.77,75.72,69.26,75.07,80.87,85.43,86.13,83.65,87.6,86.55,84.1,85.52,0,0,0,0,0,0,0,21,46,21,8,0
Madaripur,2022,18.4436828,19.73511905,26.78521505,29.1975,28.16895161,28.25555556,28.66303763,28.42123656,27.74597222,26.57741935,23.37180556,20.1530914,12.3,31.6,22.4,122.7,184.9,282.8,158.6,184.6,364.5,225.7,0,2.4,76.32392473,71.50595238,60.94623656,75.55138889,81.54435484,84.26388889,82.10349462,82.85349462,86.28194444,82.28629032,72.3375,74.1827957,0,0,0,0,0,0,0,8,74,203,189,43
Madaripur,2023,18.78615591,22.51622024,25.07768817,28.47486111,29.06276882,29.87763889,29.01680108,28.33037634,28.33152778,26.68951613,23.60847222,19.8655914,2.4,5.4,116.1,75.6,134.8,299.2,169.9,500.4,321.7,138,145.7,29,77.19623656,67.83035714,69.22715054,69.96944444,73.55645161,79.18055556,82.75268817,86.48790323,86.20277778,80.43413978,76.43055556,79.68951613,9,3,0,0,2,39,526,1210,1655,1155,659,128
Madaripur,2024,21.7,21.9,25.3,31,33.4,31.6,27.4,27.1,28.6,29.7,,,0,1.79,0,0,0,0.04,37.63,19.7,0.66,10.37,,,47,59,45,59,57,69,89,91,81,77,,,11,11,8,10,18,20,31,53,203,111,,
Magura,2019,19.85,21.38,25.735,29.125,31.42,31.31,30.75,30.19,29.64,27.945,24.585,19.06,0,107,68,173,122,134,219,238,209,133,75,14,81.1,70,64.71,79.1,79.29,85.43,86.65,86.32,84.53,83.77,76.63,79.68,,,,,,,,1909,180,110,29,5
Magura,2020,18.075,20.34,25.625,28.72,29.49,30.265,30.6,30.105,30.365,29.39,24.295,19.74,25,0,32,82,251,347,262,407,262,294,1,0,83.81,74.28,73.29,77.67,81.39,85.5,87,82.45,87.37,85.35,80.13,85.13,55,58,62,60,62,60,62,62,60,62,60,62
Magura,2021,19.185,22.06,28.05,30.445,30.355,29.7,30.05,30.28,29.59,29.08,23.575,20.135,0,1,0,99,159,365,328,254,334,167,45,193,84.94,74.21,65.74,71,80.32,83.9,85.06,80.77,85.83,82.03,70.07,79.35,0,0,0,0,0,0,0,2,3,10,6,2
Magura,2022,17.52526882,18.95714286,26.14717742,29.27847222,28.16209677,28.55805556,28.70255376,28.39677419,27.78444444,26.50026882,22.77194444,19.86451613,30.8,53.5,4.3,99.2,250.2,323.8,134.1,161.2,370.1,233.5,0,0.3,79.56451613,75.5014881,64.10215054,76.02638889,81.5672043,84.08888889,82.73655914,83.62634409,86.75277778,81.28629032,71.54444444,73.14784946,0,0,0,0,0,0,0,7,42,89,53,9
Magura,2023,18.21639785,22.2797619,25.13978495,28.42722222,28.73723118,29.69638889,29.01384409,28.5875,28.35569444,26.80147849,23.75097222,19.80349462,1.7,1.1,149.9,42.7,233.3,294.4,216.6,354.9,278,198.1,19.8,56.2,78.12634409,64.58482143,66.96102151,66.9625,75.44354839,81.21111111,83.58602151,85.47580645,86.29305556,78.65994624,73.90277778,77.91263441,1,1,0,1,1,5,288,905,1443,1436,811,139
Magura,2024,21.7,22.8,26,33.7,35.8,31.9,28.6,27.8,28.3,29.4,,,0,1.35,0,0,0,0.39,16.69,7.99,3.79,8.44,,,45,61,29,38,42,69,84,88,83,80,,,3,0,0,0,0,0,1,6,66,831,,
Manikganj,2019,19.23,21.385,25.74,28.595,30.165,29.955,29.77,29.77,29.325,27.55,25.115,19.48,0,94,10,72,164,105,284,223,117,113,39,9,80.81,72.52,66.87,72.9,76.9,83.5,84.13,85.71,84.2,82.84,74.9,79.1,,,,,,,,6645,610,214,82,22
Manikganj,2020,18.11,20.45,25.875,28.415,28.525,29.75,29.87,29.895,30.22,29.41,25.04,19.91,24,2,31,112,316,255,1005,889,722,98,288,0,76.61,59.41,57.35,72.53,80.52,81.63,85.26,84.65,81.6,81.94,69.4,73.81,137,232,248,240,248,240,248,248,240,248,240,248
Manikganj,2021,19.17,22.145,27.985,29.91,29.88,29.26,29.68,29.685,29.69,29.285,23.96,20.68,0,0,0,18,175,317,465,362,124,70,29,174,76.61,59.41,57.35,72.53,80.52,81.63,85.26,84.65,81.6,81.94,69.4,73.81,0,0,0,0,0,0,2,3,49,59,14,1
Manikganj,2022,17.41733871,18.42946429,25.40188172,28.71638889,27.79005376,28.32472222,29.07876344,28.89045699,27.92416667,26.48951613,22.69916667,19.38776882,18.8,45.3,19.2,132.3,207.5,341.4,122.8,170.7,374.5,275.4,0,7.9,80.5483871,76.32589286,68.125,77.92777778,83.30376344,84.60833333,80.81048387,81.05241935,85.99027778,81.82392473,74.04166667,76.51075269,0,0,0,0,0,1,0,0,16,48,227,44
Manikganj,2023,17.6969086,21.61979167,24.5905914,28.31152778,28.58776882,29.82986111,29.31344086,28.72715054,28.69236111,26.58669355,23.52194444,19.67096774,0,4.2,88.3,56.9,187.7,344.3,171.5,395.9,273.2,158.3,24.8,59.9,79.24327957,66.57738095,68.59811828,66.08194444,74.53763441,79.78055556,81.64784946,84.73521505,84.93194444,80.32392473,74.80277778,80.13978495,3,5,1,0,19,33,385,1498,3647,4759,2354,248
Manikganj,2024,21.3,21.8,25.2,32.7,34.8,31.8,27.6,27.4,28.9,30.1,,,0,1.83,0,0,0,0.2,48,8.76,0.39,13.59,,,51,63,34,45,46,70,89,88,79,75,,,5,2,0,0,1,0,5,29,507,180,,
Meherpur,2019,17.73,20.56,25.505,28.77,31.07,30.955,30.405,30.06,29.44,27.375,23.93,18.445,0,79,16,81,227,148,172,130,262,141,31,3,83.29,75.9,70.35,70.23,79.19,83.63,85.55,83.94,86,83.68,77.77,81.03,,,,,,,,1097,87,31,6,1
Meherpur,2020,17.355,19.26,24.91,28.255,28.775,30.235,30.31,30.31,30.27,29.29,23.805,18.71,19,4,39,65,348,305,490,162,234,81,2,0,83.81,74.28,73.29,77.67,81.39,85.5,87,82.45,87.37,85.35,80.13,85.13,0,0,0,0,0,0,0,0,0,7,39,62
Meherpur,2021,17.755,20.815,26.975,30.005,29.65,29.505,29.91,30.15,29.715,28.79,23.015,19.79,0,0,13,6,224,275,322,515,154,61,37,74,81.19,72.76,69.1,71.27,80.23,84.3,85.58,80.58,87.2,80.16,74.13,80.45,0,0,0,0,0,0,0,4,3,9,3,0
Meherpur,2022,17.29274194,18.56875,25.7952957,29.39319444,28.19677419,28.93444444,28.69879032,28.31733871,27.68166667,26.34704301,22.43958333,19.56142473,51.1,85.3,3.5,118.8,242.7,270.6,165.1,195.6,333.6,179.6,0,1.4,79.3655914,75.8735119,66.70430108,75.44305556,80.87903226,83.00138889,82.91129032,84.45698925,87.48333333,80.71370968,70.975,72.66801075,0,0,1,0,0,0,0,2,4,9,12,1
Meherpur,2023,17.80040323,21.93110119,25.22002688,29.53666667,29.45241935,30.31236111,28.95645161,28.69180108,28.26180556,26.65322581,23.74,19.67567204,0.2,0.2,65.4,17.3,165.8,288.4,264.8,348.8,289.3,138.9,4.7,41.3,77.86021505,60.45238095,63.80241935,54.83055556,70.11290323,77.95833333,84.65188172,85.16263441,86.725,78.4233871,72.64444444,76.85887097,0,0,0,0,0,1,52,255,461,771,531,105
Meherpur,2024,21.4,22.7,25.7,34.4,37,33.3,29.4,28.5,28.3,29.8,,,0,0.52,0,0,0,0.92,4.05,7.47,4.89,9.69,,,45,52,25,29,30,64,77,84,83,77,,,7,1,0,0,1,6,16,81,175,1,,
Moulvibazar,2019,18.425,20.445,24.095,26.99,28.74,29.505,29.21,29.995,29.275,27.23,23.84,18.785,0,42,34,131,439,465,485,177,205,205,28,3,84.42,72.86,68.94,78.87,78.97,86.33,86.29,86.77,85.73,84.84,80.53,80.9,,,,,,,,1132,17,3,3,0
Moulvibazar,2020,17.36,19.565,23.995,26.41,27.88,29.155,29.415,29.995,29.39,28.975,23.84,19.1,20,0,4,274,333,504,383,219,344,196,9,0,83.29,75.9,70.35,70.23,79.19,83.63,85.55,83.94,86,83.68,77.77,81.03,0,0,0,5,31,30,31,31,30,31,30,31
Moulvibazar,2021,18.205,20.285,25.775,28.31,29.165,29.17,29.355,29.195,29.86,28.705,23.13,20.05,3,0,109,39,236,172,295,428,189,166,2,66,81.19,72.76,69.1,71.27,80.23,84.3,85.58,80.58,87.2,80.16,74.13,80.45,0,0,0,0,0,0,0,1,3,0,0,0
Moulvibazar,2022,17.28709677,17.79821429,24.07782258,25.71958333,26.30551075,26.68597222,28.49704301,28.61370968,27.52527778,26.23924731,23.1825,19.79516129,31.6,28.8,65.4,299,450.8,700.4,392.9,268.3,318.3,217.4,1,1,81.39516129,74.55654762,67.73252688,84.16666667,85.66801075,88.64166667,83.65994624,82.89516129,86.92083333,83.11021505,73.94583333,75.01612903,0,0,0,0,0,0,0,1,4,2,6,0
Moulvibazar,2023,17.53897849,20.52857143,22.86276882,25.75819444,27.28212366,27.895,28.67352151,28.14663978,28.50847222,26.11814516,23.545,19.88951613,0,3.7,100.3,136.6,208.1,482.2,426,450.1,359.7,234.4,116.9,48.4,77.95026882,70.34672619,73.65725806,76.40972222,76.67473118,85.61805556,84.18413978,85.83064516,85.15555556,83.30376344,77.05694444,81.80376344,0,0,0,0,0,2,21,60,23,17,5,1
Moulvibazar,2024,19.4,20.3,22.1,28.3,31.1,28.3,25.4,26.5,27.6,27.6,,,0,0.46,0,1.37,1.58,12.58,44.67,6.8,3.22,9.78,,,70,56,47,68,64,87,98,88,86,85,,,1,0,0,0,0,0,0,0,0,256,,
Munshiganj,2019,20.78,22.465,26.36,29.065,30.595,30.56,29.41,30.015,29.87,28.65,25.975,20.735,1,115,39,212,231,242,383,223,161,188,37,5,87.13,80.48,79.81,88.03,85.48,92,89.97,91.16,88.97,89.35,87.77,85.52,,,,,,,,2833,100,41,12,13
Munshiganj,2020,19.335,21.84,26.51,28.315,29.305,29.76,29.87,29.65,30.235,29.905,25.68,21.02,21,1,30,127,301,271,404,285,140,300,40,0,81.45,72.21,69.68,76.53,80.71,87.67,88.39,89.61,88.17,87.23,77.13,78.39,18,29,31,30,31,30,31,31,30,31,30,31
Munshiganj,2021,20.24,22.71,28.42,30.205,30.575,29.035,29.87,30.02,29.955,29.74,25.075,21.745,0,0,3,39,216,546,333,249,141,166,27,153,82.19,71.45,64.06,71.87,80.19,84.3,85.42,84.13,84.6,83.16,77,79.77,0,0,0,0,0,1,0,0,27,4,0,1
Munshiganj,2022,18.24153226,19.4421131,26.51223118,28.85,28.23844086,28.27944444,29.0375,28.9625,28.14041667,27.00698925,23.67527778,20.37311828,7.5,28.1,23.2,112.3,165,328.2,137,154.3,365.4,270.5,0,1,81.05510753,75.74107143,66.74462366,77.89305556,81.74193548,83.80138889,80.37903226,80.34543011,84.44861111,81.83467742,75.81944444,78.40860215,0,0,0,0,0,1,2,1,6,37,71,21
Munshiganj,2023,18.50053763,22.15669643,25.20174731,28.57888889,28.70913978,29.53583333,29.30026882,28.40591398,28.56569444,26.99677419,24.31013889,20.30981183,0.6,1.1,65.5,70.2,183.8,282.5,136,416.1,226.1,148.9,109.9,46.9,81.93682796,73.87053571,71.69623656,73.15416667,77.13709677,81.32916667,81.03629032,86.12768817,85.45138889,79.52553763,73.34027778,79.7983871,6,0,0,0,0,0,263,496,500,522,269,111
Munshiganj,2024,22.4,22,25.5,30.2,33.1,31.2,26.7,26.9,29.1,30.4,,,0,2.41,0,0,0,0.18,79.06,15.82,0.24,13.84,,,47,60,32,65,59,71,93,89,76,72,,,5,1,0,7,0,2,0,0,90,525,,
Mymensingh,2019,19.22,21.29,24.4,26.995,28.3,29.24,29.585,30.44,29.355,27.245,24.59,18.935,0,32,6,84,337,402,603,118,181,205,14,2,83.06,74.52,70.97,70.43,81.32,85.77,88.32,85.45,88.2,84.68,77,81.58,,,,,,,,14090,224,112,64,20
Mymensingh,2020,18.085,20.37,24.545,26.465,27.965,29.505,29.45,30.26,29.36,29.205,24.015,19.185,11,1,10,107,562,440,600,95,388,179,2,0,77.97,70.83,61.87,71.03,71.45,77.53,77.68,75.87,76.7,76.55,79.73,78.84,95,180,248,240,275,270,279,279,270,298,370,465
Mymensingh,2021,18.135,21.79,26.085,28.22,28.795,29.055,29.645,29.425,30.105,28.915,23.645,20.505,0,0,2,42,289,430,265,504,61,188,1,9,83.55,75.66,70.65,72.33,80.48,84.33,86.58,81.03,88.27,81.26,74.47,81.74,0,0,0,1,0,1,8,38,65,77,47,16
Mymensingh,2022,17.4936828,17.93660714,24.47862903,26.63361111,26.6563172,26.95291667,28.77244624,28.76142473,27.40694444,25.97083333,22.575,19.43051075,12.2,74.6,35.5,270.7,501.3,635.9,333,227.8,411.4,234.2,0.4,2.2,79.36962366,75.49702381,69.28091398,83.04444444,85.09946237,88.65138889,82.46774194,82.23252688,88.17083333,83.87903226,76.66527778,77.35752688,1,0,1,0,0,6,16,27,91,294,278,62
